"gen_model","fit_model","K_target","K_true","K_hat","K_p.mean","hierch","kappa_mean","kappa_var","psi_mean","psi_var","theta_ocrp","ocrp_attempts","block_sizes_true","rate_kap","ari","vi","elpd","elpd_se","p_loo","p_loo_se","looic","looic_se","pk_bad","pk_bad_count","pareto_k_max","pareto_k_mean","n_loo_obs","time","seed","hyper_source","mu0","sigma0","tau0","a_kappa_prior","b_kappa_prior","a_eta_prior","b_eta_prior","gamma_gn_prior","dominance_target","N0_psi","thetaW_block_model_mean","thetaW_block_model_lo","thetaW_block_model_hi","thetaW_block_model_ess","thetaW_block_model_mcse","thetaS_block_model_mean","thetaS_block_model_lo","thetaS_block_model_hi","thetaS_block_model_ess","thetaS_block_model_mcse","thetaW_block_emp_mean","thetaW_block_emp_lo","thetaW_block_emp_hi","thetaW_block_emp_ess","thetaW_block_emp_mcse","thetaS_block_emp_mean","thetaS_block_emp_lo","thetaS_block_emp_hi","thetaS_block_emp_ess","thetaS_block_emp_mcse","thetaW_item_emp_mean","thetaW_item_emp_lo","thetaW_item_emp_hi","thetaW_item_emp_ess","thetaW_item_emp_mcse","thetaS_item_emp_mean","thetaS_item_emp_lo","thetaS_item_emp_hi","thetaS_item_emp_ess","thetaS_item_emp_mcse","bar_rho_model_mean","bar_rho_model_lo","bar_rho_model_hi","bar_rho_model_ess","bar_rho_model_mcse","thetaW_block_model_all_mean","thetaW_block_model_all_lo","thetaW_block_model_all_hi","thetaW_block_model_all_ess","thetaW_block_model_all_mcse","thetaS_block_model_all_mean","thetaS_block_model_all_lo","thetaS_block_model_all_hi","thetaS_block_model_all_ess","thetaS_block_model_all_mcse","thetaW_block_emp_all_mean","thetaW_block_emp_all_lo","thetaW_block_emp_all_hi","thetaW_block_emp_all_ess","thetaW_block_emp_all_mcse","thetaS_block_emp_all_mean","thetaS_block_emp_all_lo","thetaS_block_emp_all_hi","thetaS_block_emp_all_ess","thetaS_block_emp_all_mcse","thetaW_item_emp_all_mean","thetaW_item_emp_all_lo","thetaW_item_emp_all_hi","thetaW_item_emp_all_ess","thetaW_item_emp_all_mcse","thetaS_item_emp_all_mean","thetaS_item_emp_all_lo","thetaS_item_emp_all_hi","thetaS_item_emp_all_ess","thetaS_item_emp_all_mcse","prem_block_model_avg","prem_block_emp_avg","prem_item_emp_avg","coverage_block_model_avg","coverage_block_emp_avg","coverage_item_emp_avg","transitive_triads_mean","transitive_triads_lo.2.5.","transitive_triads_hi.97.5.","cycle_mass_weighted_mean","min_backward_weight_mean","min_backward_weight_norm_mean","hierarchy_energy_mean","hierarchy_energy_lo.2.5.","hierarchy_energy_hi.97.5.","curl_energy_mean","p_post_wst","p_prior_wst","bf_wst_0","log_bf_wst_0","p_post_sst","p_prior_sst","bf_sst_0","log_bf_sst_0","bf_sst_wst","log_bf_sst_wst","bf_prior_mc","violation_rate_mean","violation_rate_lo.2.5.","violation_rate_hi.97.5.","violation_count_mean","cross_mass_mean","n_draws_K_match","violation_rate_zhat","violation_count_zhat","elpd_rank","elpd_best_model","delta_elpd_best","delta_elpd_best_se","delta_elpd_best_z","elpd_wst_minus_sst","elpd_wst_minus_sst_se","elpd_wst_minus_sst_z","elpd_wst_minus_dc","elpd_wst_minus_dc_se","elpd_wst_minus_dc_z","elpd_sst_minus_dc","elpd_sst_minus_dc_se","elpd_sst_minus_dc_z","rep_id","kappa_sd","density","eta_mean","eta_sd","eta_mode"
"WST","WST",NA,8,5,5.103,"weak",0.8,0.1225,0.45,0.0625,4,1,"4;1;1;1;38;12;2;1",0.8,0.951389326149019,0.721102309040172,-2341.79983306865,50.9847596077908,116.867182442216,6.96953400145046,4683.59966613729,101.969519215582,0.0112994350282486,20,0.922730184811253,0.251483880163792,1770,367.102,1016,"fixed",0,1.5,NA,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,0.401546750086896,0,0.864642857142858,274,0.0135875445173872,0.760534700498204,0.333333333333333,1,157.50536985263,0.0169519242398342,0.344535685320357,0,0.835000000000002,274,0.0140373156206661,0.821308365195227,0.5,1,274,0.00928377783857902,0.508159541188738,0.103125,0.896875000000001,274,0.0128939991443847,0.62801343362412,0.558744236567071,0.700516889066727,274,0.00220795763649322,0.693430656934306,0.3,1,204.895226633825,0.0159038756109962,0.27992700729927,0,0.7,110.848701803426,0.0174356365981958,0.395255474452555,0.1,1,273.999999999999,0.01288757430081,0.17956204379562,0,0.417500000000001,274,0.00786366429773516,0.537956204379562,0.2,0.8,274,0.00974615342978934,0.334306569343066,0.0825,0.6,274,0.00934867048005195,6.93430656934307,5.13868613138686,6.54744525547445,0.693430656934306,0.513868613138686,0.654744525547445,1,1,1,0,0,0,0.854657396530584,0.656754654547644,0.972291479477896,1.34613128228954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44710717572715,0.408560618108567,0.502675708747345,354.838,794.488,274,0.486932599724897,354,2,"DC-SBM",-7.63232226609944,2.97920509225789,2.56186533982964,1.35897408467281,1.34987559690221,1.00674024168707,-7.63232226609944,2.97920509225789,2.56186533982964,-8.99129635077225,2.98438138283347,3.01278395666562,4,0.35,"sparse",1,0.1,"GAMMA"
"WST","SST",NA,8,5,5.047,"weak",0.8,0.1225,0.45,0.0625,4,1,"4;1;1;1;38;12;2;1",0.8,0.951389326149019,0.721102309040172,-2343.15880715332,50.8853782920223,112.590908886111,6.65554403034658,4686.31761430664,101.770756584045,0.00225988700564972,4,0.768603753669156,0.235815051315911,1770,1128.33,1017,"fixed",0,1.5,0.5,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,1,1,1,0,NA,0.815537918871252,0.333333333333333,1,258.830267823156,0.0120097548127685,0.438718820861678,0,1,315,0.0121164900693972,0.84314310909549,0.5,1,315,0.00832051314927929,0.562777777777778,0.195,1,382.871808710066,0.0100326910495938,0.610424016497987,0.545538314970543,0.685273303646553,230.691717395874,0.00244382580928804,1,1,1,0,NA,1,1,1,0,NA,0.496825396825397,0.1,1,315.000000000001,0.0134889408626943,0.26031746031746,0,0.6,315.000000000001,0.00869271665003189,0.538412698412698,0.2,0.8,315.000000000001,0.00835541892843698,0.357777777777778,0.1,0.7,368.63062973605,0.00738245159825152,10,6.00952380952381,6.4031746031746,1,0.600952380952381,0.64031746031746,1,1,1,0,0,0,0.976353505232638,0.927866955985185,0.998516726823875,0.108378311041594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4506191781932,0.407107120972637,0.507819356611305,355.921,789.724,315,0.486932599724897,354,3,"DC-SBM",-8.99129635077225,2.98438138283347,3.01278395666562,1.35897408467281,1.34987559690221,1.00674024168707,-7.63232226609944,2.97920509225789,2.56186533982964,-8.99129635077225,2.98438138283347,3.01278395666562,4,0.35,"sparse",1,0.1,"GAMMA"
"WST","DC-SBM",NA,8,2,2.051,"weak",0.8,0.1225,0.45,0.0625,4,1,"4;1;1;1;38;12;2;1",0.8,0.748936170212766,0.798824323754324,-2334.16751080255,50.6615421518381,73.3593868486919,4.48265087180139,4668.33502160509,101.323084303676,0.0293785310734463,52,1.23121624451845,0.17693422584959,1770,59.2739999999999,1018,"fixed",NA,NA,NA,1,1,1,1,0.8,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.519184530979643,0.512022630834512,0.525405176584422,361.459,696.249,949,0.480631276901004,335,1,"DC-SBM",0,0,NA,1.35897408467281,1.34987559690221,1.00674024168707,-7.63232226609944,2.97920509225789,2.56186533982964,-8.99129635077225,2.98438138283347,3.01278395666562,4,0.35,"sparse",1,0.1,"GAMMA"
"SST","WST",NA,12,1,3.749,"weak",0.8,0.1225,0.45,0.0625,4,1,"1;1;4;1;3;3;2;6;11;5;6;17",0.8,NA,3.07889756904712,-3175.13077872621,51.5773498736617,142.704442257312,9.15199136121189,6350.26155745243,103.154699747323,0.0242937853107345,43,1.60171339117543,0.27681279664468,1770,345.842,1014,"fixed",0,1.5,NA,1,1,1,1,0.8,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46754291597603,0.426988732428385,0.514873587950511,350.47268907563,748.367647058824,48,NA,NA,3,"DC-SBM",-41.6185766703966,8.36251444952971,4.97680176477747,-16.6228865537632,4.62700039537119,3.59258377639056,-41.6185766703966,8.36251444952971,4.97680176477747,-24.9956901166333,4.80079646935455,5.20657150874674,4,0.35,"sparse",1,0.1,"GAMMA"
"SST","SST",NA,12,4,4.794,"weak",0.8,0.1225,0.45,0.0625,4,1,"1;1;4;1;3;3;2;6;11;5;6;17",0.8,0.441499432033321,2.43220170975121,-3158.50789217245,51.2754308769327,151.60662188351,7.32140273757402,6317.0157843449,102.550861753865,0.00734463276836158,13,1.03322694739365,0.231070218942219,1770,1271.073,1015,"fixed",0,1.5,0.5,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,1,1,1,0,NA,0.885146804835924,0.5,1,126.013267819465,0.0186620761822135,0.476683937823834,0,1,259.837855956423,0.0239620061946404,0.78125,0,1,232.145458793609,0.0202342395826245,0.417052469135802,0,1,216,0.0234040400865498,0.560116203430658,0.517238658977023,0.633954851670555,82.5377861356816,0.00365426516251716,1,1,1,0,NA,1,1,1,0,NA,0.399122807017544,0,1,39.8757960411166,0.0479418090027988,0.216008771929825,0,1,71.6031683566197,0.0283341832512983,0.446271929824561,0,1,228.000000000001,0.0166101509953985,0.241228070175439,0,0.75,317.183855444318,0.012209028167528,4,1.83333333333333,2.27631578947368,1,0.458333333333333,0.569078947368421,1,1,1,0,0,0,0.971375501057145,0.936939347036031,0.998049776463304,0.124679219088235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.481753761601349,0.44557353390932,0.511403798465781,450.583164300203,934.35598377282,228,0.494252873563218,387,2,"DC-SBM",-24.9956901166333,4.80079646935455,5.20657150874674,-16.6228865537632,4.62700039537119,3.59258377639056,-41.6185766703966,8.36251444952971,4.97680176477747,-24.9956901166333,4.80079646935455,5.20657150874674,4,0.35,"sparse",1,0.1,"GAMMA"
"SST","DC-SBM",NA,12,3,3,"weak",0.8,0.1225,0.45,0.0625,4,1,"1;1;4;1;3;3;2;6;11;5;6;17",0.8,0.569343065693431,2.43456353391915,-3133.51220205582,50.5768704837178,102.056122525817,5.16320757416709,6267.02440411164,101.153740967436,0.00734463276836158,13,0.99936752218632,0.137391114282253,1770,76.8429999999998,1016,"fixed",NA,NA,NA,1,1,1,1,0.8,0.75,13,0.709302325581395,0,1,451.548294268588,0.0213867787791315,0.254152823920266,0,1,602.000000000004,0.0177596809162108,0.552702702702703,0,1,481.269833317843,0.0226800105198573,0.128378378378378,0,1,519.713966792285,0.0146832227345674,0.919034090909091,0,1,703.999999999992,0.0102881964058773,0.606534090909091,0,1,704,0.0184248304640885,0.524051085816621,0.492087001950548,0.562213750281247,999.999999999999,0.00056524468680438,0.427,0,1,830.725203213275,0.0171703762189442,0.153,0,1,861.630349846294,0.0122699892559421,0.409,0,1,471.146033374429,0.0226618249625327,0.095,0,1,772.985220036131,0.0105515862465867,0.647,0,1,617.33663998277,0.0192440165616448,0.427,0,1,639.483971687279,0.0195701282874059,0.602,0.74,0.704,0.602,0.74,0.704,0.577,0,1,0.235943340682961,0.0906529055522214,0.15610688792469,0.753205660504845,0.0632812358369623,0.999657591077109,0.200684123475245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492581416504858,0.469879518072289,0.507514559520188,365.357,741.272,1000,0.495530012771392,388,1,"DC-SBM",0,0,NA,-16.6228865537632,4.62700039537119,3.59258377639056,-41.6185766703966,8.36251444952971,4.97680176477747,-24.9956901166333,4.80079646935455,5.20657150874674,4,0.35,"sparse",1,0.1,"GAMMA"
"SST","WST",NA,16,6,6.235,"weak",0.8,0.1225,0.45,0.0625,4,1,"1;1;1;1;2;2;1;3;1;8;5;2;9;7;10;6",0.8,0.172204991877123,3.50199004559608,-2877.34507365209,53.317577177507,205.953214756374,9.1271146394788,5754.69014730418,106.635154355014,0.0135593220338983,24,0.956456436781733,0.267133271332808,1770,492.24,1010,"fixed",0,1.5,NA,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,0.371369897832664,0.120486111111111,0.75625,134.514598081641,0.0142439082725693,0.906457962658147,0.624545454545455,1,94.2292349853629,0.0123757632139256,0.368070038292479,0.08125,0.6775,134.136921471323,0.0136596235179788,0.8235099233613,0.611458333333333,1,147.42718950983,0.00892383344712775,0.520109556432304,0.265340909090909,0.785714285714286,188,0.0104489604971115,0.648337626711951,0.580928410703125,0.726850747598613,140.823933565636,0.00308657357629879,0.723670212765957,0.3675,1,188,0.0135525587933112,0.272074468085106,0.05,0.566249999999999,113.11602192255,0.0133251965166619,0.57313829787234,0.2,1,188,0.0142779014892537,0.23218085106383,0.05,0.5,188,0.00900816599464579,0.54281914893617,0.3,0.75,188,0.00823274380931858,0.343351063829787,0.15,0.55,188,0.00795400939754791,14.4734042553191,12.5372340425532,13.1595744680851,0.723670212765957,0.62686170212766,0.657978723404255,1,1,1,0,0,0,0.786011683415016,0.606910971916587,0.946295021084758,2.30949641854253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.419879185948738,0.34444706128644,0.471298396878995,363.944834503511,858.558676028084,188,0.658653846153846,137,2,"DC-SBM",-7.16762606658995,4.2781859425836,1.67538909313077,2.07696053537529,2.1163316251019,0.981396540476157,-7.16762606658995,4.2781859425836,1.67538909313077,-9.24458660196524,3.85386995094682,2.398780114439,3,0.35,"sparse",1,0.1,"GAMMA"
"SST","SST",NA,16,2,5.377,"weak",0.8,0.1225,0.45,0.0625,4,1,"1;1;1;1;2;2;1;3;1;8;5;2;9;7;10;6",0.8,0,3.55302430644916,-2879.42203418746,53.5170484979468,186.483975379066,8.2304960610599,5758.84406837493,107.034096995894,0.00847457627118644,15,0.976058628085253,0.242425409364355,1770,1265.011,1011,"fixed",0,1.5,0.5,1,1,1,1,0.8,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.434936072608636,0.363359051096895,0.478789888081447,369.895687061184,842.473420260782,34,0.717391304347826,33,3,"DC-SBM",-9.24458660196524,3.85386995094682,2.398780114439,2.07696053537529,2.1163316251019,0.981396540476157,-7.16762606658995,4.2781859425836,1.67538909313077,-9.24458660196524,3.85386995094682,2.398780114439,3,0.35,"sparse",1,0.1,"GAMMA"
"SST","DC-SBM",NA,16,1,2.62,"weak",0.8,0.1225,0.45,0.0625,4,1,"1;1;1;1;2;2;1;3;1;8;5;2;9;7;10;6",0.8,NA,3.51898403898877,-2870.1774475855,53.162089938092,144.241649852494,6.11772177226359,5740.354895171,106.324179876184,0.015819209039548,28,1.1694996197113,0.166011077764818,1770,66.0519999999999,1012,"fixed",NA,NA,NA,1,1,1,1,0.8,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46957000153671,0.434780095501382,0.532576516974071,325.777,698.926,0,NA,NA,1,"DC-SBM",0,0,NA,2.07696053537529,2.1163316251019,0.981396540476157,-7.16762606658995,4.2781859425836,1.67538909313077,-9.24458660196524,3.85386995094682,2.398780114439,3,0.35,"sparse",1,0.1,"GAMMA"
"SST","WST",NA,12,4,7.235,"weak",0.8,0.1225,0.45,0.0625,4,1,"1;1;1;1;3;3;1;1;7;15;20;6",0.8,0,1.41466815472859,-2802.32921728221,56.8501299640085,183.941266974104,10.5025428099226,5604.65843456442,113.700259928017,0.0163841807909605,29,0.956527386260525,0.256535500890909,1770,572.324,1006,"fixed",0,1.5,NA,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,0.443181818181818,0,0.868749999999999,22,0.0518380192908489,0.37962962962963,0,1,26.0980766955341,0.0828413804877679,0.134259259259259,0,0.5,18,0.0481779905841744,0.904320987654321,0.441666666666667,1,27,0.0349398319780153,0.777777777777778,0,1,27,0.060335665483041,0.558847187164323,0.531068595060825,0.585575513240006,27,0.00345516023441286,0.537037037037037,0,1,14.5233631470464,0.0940200514326072,0.25,0,0.587499999999999,13.9792899408284,0.0586442958790831,0.138888888888889,0,0.674999999999999,27,0.0468626329048319,0.0555555555555556,0,0.25,84.5304302836414,0.0115199391565889,0.555555555555556,0.25,1,10.8004415853459,0.074094813804258,0.462962962962963,0,1,14.2333254233858,0.0628748268793783,2.14814814814815,1.07407407407407,2.55555555555556,0.537037037037037,0.268518518518519,0.638888888888889,1,1,1,0,0,0,0.906590320266387,0.761469584926435,0.978049390023583,0.495892219889539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.472904459977858,0.455807568233716,0.489166479737486,559.695,1183.743,27,0.516964285714286,579,3,"DC-SBM",-19.8950982909228,5.12907435176247,3.87888670088909,-4.88035372294962,4.40487319715713,1.10794420282049,-19.8950982909228,5.12907435176247,3.87888670088909,-15.0147445679731,6.86402794177216,2.18745388208554,2,0.35,"sparse",1,0.1,"GAMMA"
"SST","SST",NA,12,5,7.303,"weak",0.8,0.1225,0.45,0.0625,4,1,"1;1;1;1;3;3;1;1;7;15;20;6",0.8,0.427045399368779,1.08811318997716,-2797.44886355926,56.7710616120089,170.893531744331,9.987979840578,5594.89772711852,113.542123224018,0.0141242937853107,25,1.05788310485243,0.260570961405751,1770,1498.092,1007,"fixed",0,1.5,0.5,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,1,1,1,0,NA,0.650077160493827,0.23875,1,72,0.0267767732840901,0.327926587301587,0,0.778571428571427,72,0.0264236092669958,0.798997211497211,0.4,1,40.5603876513895,0.025137207631496,0.419975332475332,0,0.805833333333333,13.5086797958273,0.0581695146692119,0.545648192765893,0.517225964516188,0.586332573029682,12.1260980715424,0.00547808597323535,1,1,1,0,NA,1,1,1,0,NA,0.318918918918919,0,0.7,74,0.0205149980512155,0.156756756756757,0,0.4,74.0000000000001,0.0136167842235945,0.508108108108108,0.2,0.8,135.277165194898,0.0138530823119746,0.271621621621622,0,0.5,42.4474410229083,0.0230785294206462,10,4.86486486486486,6.40540540540541,1,0.486486486486486,0.640540540540541,1,1,1,0,0,0,0.969013632667767,0.927858383575446,0.99315169889233,0.101168402938966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48839735966784,0.465070230408524,0.517921013207988,586.318,1200.576,74,0.516725352112676,587,2,"DC-SBM",-15.0147445679731,6.86402794177216,2.18745388208554,-4.88035372294962,4.40487319715713,1.10794420282049,-19.8950982909228,5.12907435176247,3.87888670088909,-15.0147445679731,6.86402794177216,2.18745388208554,2,0.35,"sparse",1,0.1,"GAMMA"
"SST","DC-SBM",NA,12,4,4.012,"weak",0.8,0.1225,0.45,0.0625,4,1,"1;1;1;1;3;3;1;1;7;15;20;6",0.8,0,1.33455327060511,-2782.43411899129,56.1054910976786,106.767896039056,6.0617457608267,5564.86823798257,112.210982195357,0.0129943502824859,23,1.54392655534198,0.163466548167104,1770,95.2440000000001,1008,"fixed",NA,NA,NA,1,1,1,1,0.8,0.75,13,0.536826599326599,0,1,659.900153774851,0.0165360766568572,0.20223063973064,0,1,407.741853037207,0.0133277956879824,0.359877488514548,0,1,96.8113554874228,0.0352867591431162,0.218989280245023,0,0.5,27.2641011387824,0.047347964088073,0.948867478025693,0.666666666666667,1,318.917168493721,0.00687452949293767,0.810936443542934,0,1,302.901106036735,0.0166369458721397,0.559169587241936,0.518358347564111,0.598805763184077,630.28508607154,0.000809433187036321,0.211791497975709,0,1,988.000000000001,0.00790879882540184,0.0921052631578947,0,0.5,1057.10532607942,0.00432241363938329,0.100202429149798,0,0.25,151.959747622684,0.0107103575497379,0.0733805668016194,0,0.25,45.1952222235985,0.0169427306736763,0.596153846153846,0.25,1,31.2761932685369,0.0503442607307851,0.486589068825911,0,1,51.2611817520416,0.0378569381688526,1.47267206477733,1.05971659919028,2.54858299595142,0.368168016194332,0.264929149797571,0.637145748987854,0.677884615384615,0.5,1,0.353394792764878,0.250805324338835,0.12160521935049,0.866420382478346,0.519991408158064,0.980993357738769,1.04863058836097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48557716664892,0.479146452476573,0.493772241992883,543.604,1119.503,988,0.516444444444444,581,1,"DC-SBM",0,0,NA,-4.88035372294962,4.40487319715713,1.10794420282049,-19.8950982909228,5.12907435176247,3.87888670088909,-15.0147445679731,6.86402794177216,2.18745388208554,2,0.35,"sparse",1,0.1,"GAMMA"
"SST","WST",NA,14,3,2.999,"strong",4,1,1.8,0.0625,4,1,"1;1;1;1;4;1;1;4;3;2;4;32;3;2",4,0,1.63666916425779,-5913.62385862996,46.0530075788876,116.185106505937,4.82500614099405,11827.2477172599,92.1060151577751,0.00677966101694915,12,1.59274213082272,0.112588654577751,1770,584.234,1011,"fixed",0,1.5,NA,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,0.953905249679898,0,1,251.63368515432,0.0132273297238751,1,1,1,0,NA,0.974424552429668,0.525000000000002,1,370.143868724587,0.0082106645666214,0.988461538461539,1,1,201.881563797127,0.00752356199336448,0.857692307692308,0,1,397.053882211641,0.0175498421708463,0.656265157746035,0.630440339030528,0.685216514201467,368.429743172314,0.000725730441386379,0.998721227621483,1,1,782.00000000001,0.00127877237851662,0.952685421994885,0,1,239.575303020579,0.0137255286886543,1,1,1,0,NA,0.974424552429668,0.525000000000002,1,370.143868724587,0.0082106645666214,0.657289002557545,0,1,670.740309575291,0.0183376153849926,0.570332480818414,0,1,595.169442756687,0.0203042925306879,0.998721227621483,1,0.664961636828645,0.998721227621483,1,0.664961636828645,1,1,1,0,0,0,0.988870760924778,0.924538714855442,0.99999088734179,0.0640648473973147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.328487840906746,0.304743651173934,0.341950504545471,904.187,2745.862,782,0.646142433234421,1742,2,"SST",-7.39931073670778,1.4815463145736,4.9943161843289,-7.39931073670778,1.4815463145736,4.9943161843289,7.16551021579016,6.83587591953526,1.048221222874,14.5648209524979,8.000963483562,1.8203833803793,3,1,"dense",1,0.1,"GAMMA"
"SST","SST",NA,14,3,3.051,"strong",4,1,1.8,0.0625,4,1,"1;1;1;1;4;1;1;4;3;2;4;32;3;2",4,0,1.67897153171471,-5906.22454789325,45.955283073577,108.047148567591,4.4223835077413,11812.4490957865,91.910566147154,0.011864406779661,21,1.93217562475323,0.109780968630094,1770,1912.499,1012,"fixed",0,1.5,0.5,1,1,1,1,0.8,0.75,13,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.993684210526316,1,1,705.491695960169,0.00298415076243928,0.979623824451411,1,1,330.664175141444,0.00777567422428697,0.822884012539185,0,1,421.276495856457,0.0186146640752313,0.655292079154168,0.628798320511712,0.684245635667339,202.20493119276,0.00094303508153239,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.993684210526316,1,1,705.491695960169,0.00298415076243928,0.657894736842105,0,1,949.999999999999,0.0154001509468593,0.552631578947368,0,1,762.006689474686,0.0180218684774002,1,1,0.671578947368421,1,1,0.671578947368421,1,1,1,0,0,0,0.992944531770035,0.960424648968356,0.999996440356462,0.0372836464923944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33124074871826,0.319348549877408,0.340309713040391,936.861,2826.316,950,0.631776338220252,1853,1,"SST",0,0,NA,-7.39931073670778,1.4815463145736,4.9943161843289,7.16551021579016,6.83587591953526,1.048221222874,14.5648209524979,8.000963483562,1.8203833803793,3,1,"dense",1,0.1,"GAMMA"
"SST","DC-SBM",NA,14,2,2,"strong",4,1,1.8,0.0625,4,1,"1;1;1;1;4;1;1;4;3;2;4;32;3;2",4,0,2.03128406471837,-5920.78936884575,46.2456640341723,88.1231885501679,4.17147472855113,11841.5787376915,92.4913280683445,0.00734463276836158,13,2.02232165301637,0.0914225177402685,1770,58.8989999999999,1013,"fixed",NA,NA,NA,1,1,1,1,0.8,0.75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.309488549710839,0.304743651173934,0.316176470588235,670.501,2165.721,1000,0.695256348826066,1451,3,"SST",-14.5648209524979,8.000963483562,1.8203833803793,-7.39931073670778,1.4815463145736,4.9943161843289,7.16551021579016,6.83587591953526,1.048221222874,14.5648209524979,8.000963483562,1.8203833803793,3,1,"dense",1,0.1,"GAMMA"
