source_file,gen_model,K_true,density,hierch,rep_id,scenario_id,theta_ocrp,dgp_partition,comparison,first_model,second_model,n_dyads,sum_delta,se_delta,z_abs,significant_2se,mean_delta,sd_delta,positive_fraction,max_abs_pointwise_delta,mean_Nij
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,SST_minus_DC,SST,DC,1128,-0.18641653813418171,2.0673228255263614,0.09017292114825762,FALSE,-1.6526288841683782e-4,0.061553641377198945,0.46187943262411346,0.358329926577188,4.236702127659574
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,WST_minus_DC,WST,DC,1128,-3.378796546761164,1.9340852326825315,1.7469739645728286,FALSE,-0.002995387009540034,0.05758654978095431,0.44680851063829785,0.445705380258174,4.236702127659574
loo_pointwise_rep001_SST_clean_SST_K4_kappa_5_strong_seed1001.csv,SST,4,kappa_5,strong,1,SST_clean,1,OCRP_MIN,WST_minus_SST,WST,SST,1128,-3.192380008626986,2.3383146073588397,1.36524828548748,FALSE,-0.002830124121123201,0.0696223042628987,0.4716312056737589,0.388636248784985,4.236702127659574
loo_pointwise_rep001_WST_hetero_WST_K4_kappa_5_strong_seed1002.csv,WST,4,kappa_5,strong,1,WST_hetero,1,OCRP_MIN,SST_minus_DC,SST,DC,1128,-370.71518121754224,28.614444951763844,12.955525848656753,TRUE,-0.3286482102992395,0.8519827000507391,0.32978723404255317,6.55511570077392,5.045212765957449
loo_pointwise_rep001_WST_hetero_WST_K4_kappa_5_strong_seed1002.csv,WST,4,kappa_5,strong,1,WST_hetero,1,OCRP_MIN,WST_minus_DC,WST,DC,1128,-6.421627120204293,3.126520020931225,2.053921637223877,TRUE,-0.005692931844152734,0.09309077892952387,0.3723404255319149,0.936818402750018,5.045212765957449
loo_pointwise_rep001_WST_hetero_WST_K4_kappa_5_strong_seed1002.csv,WST,4,kappa_5,strong,1,WST_hetero,1,OCRP_MIN,WST_minus_SST,WST,SST,1128,364.29355409733745,28.059454011627935,12.982916700601978,TRUE,0.3229552784550867,0.835458085280899,0.6622340425531915,6.52873880147556,5.045212765957449
loo_pointwise_rep002_SST_clean_SST_K4_kappa_5_strong_seed1003.csv,SST,4,kappa_5,strong,2,SST_clean,1,OCRP_MIN,SST_minus_DC,SST,DC,1128,-0.20719041666645058,2.1250115662678093,0.0975008418567539,FALSE,-1.836794473993366e-4,0.06327129863675016,0.48404255319148937,0.455672216277653,4.974290780141845
loo_pointwise_rep002_SST_clean_SST_K4_kappa_5_strong_seed1003.csv,SST,4,kappa_5,strong,2,SST_clean,1,OCRP_MIN,WST_minus_DC,WST,DC,1128,-2.9689335026818444,2.096109100023843,1.4164021818559314,FALSE,-0.0026320332470583592,0.0624107402275212,0.4166666666666667,0.561412978314788,4.974290780141845
loo_pointwise_rep002_SST_clean_SST_K4_kappa_5_strong_seed1003.csv,SST,4,kappa_5,strong,2,SST_clean,1,OCRP_MIN,WST_minus_SST,WST,SST,1128,-2.7617430860153958,2.6537272326083574,1.0407034498797638,FALSE,-0.002448353799659037,0.07901357851417895,0.424645390070922,0.656331933358649,4.974290780141845
loo_pointwise_rep002_WST_hetero_WST_K4_kappa_5_strong_seed1004.csv,WST,4,kappa_5,strong,2,WST_hetero,1,OCRP_MIN,SST_minus_DC,SST,DC,1128,-92.19969682168848,14.116781064613807,6.531212490983743,TRUE,-0.08173731987738335,0.4203210395214546,0.4228723404255319,2.9746465462813,3.192375886524823
loo_pointwise_rep002_WST_hetero_WST_K4_kappa_5_strong_seed1004.csv,WST,4,kappa_5,strong,2,WST_hetero,1,OCRP_MIN,WST_minus_DC,WST,DC,1128,-5.538650086212759,3.1431804536831174,1.762116482915474,FALSE,-0.004910150785649607,0.09358683609589206,0.4228723404255319,1.41158340340359,3.192375886524823
loo_pointwise_rep002_WST_hetero_WST_K4_kappa_5_strong_seed1004.csv,WST,4,kappa_5,strong,2,WST_hetero,1,OCRP_MIN,WST_minus_SST,WST,SST,1128,86.66104673547562,13.136998346581269,6.596715965791989,TRUE,0.07682716909173375,0.39114843362329416,0.550531914893617,3.05509199870034,3.192375886524823
loo_pointwise_rep003_SST_clean_SST_K4_kappa_5_strong_seed1005.csv,SST,4,kappa_5,strong,3,SST_clean,1,OCRP_MIN,SST_minus_DC,SST,DC,1128,1.9506169082231248,1.5116528926329362,1.290386779749165,FALSE,0.0017292703087084574,0.04500880989220552,0.49556737588652483,0.241152011341736,4.654255319148936
loo_pointwise_rep003_SST_clean_SST_K4_kappa_5_strong_seed1005.csv,SST,4,kappa_5,strong,3,SST_clean,1,OCRP_MIN,WST_minus_DC,WST,DC,1128,-3.3795393932861058,2.2225694945389587,1.5205551059662792,FALSE,-0.002996045561423855,0.06617604368002897,0.43439716312056736,0.428258736940486,4.654255319148936
loo_pointwise_rep003_SST_clean_SST_K4_kappa_5_strong_seed1005.csv,SST,4,kappa_5,strong,3,SST_clean,1,OCRP_MIN,WST_minus_SST,WST,SST,1128,-5.330156301509227,2.5329481421943676,2.104329027791132,TRUE,-0.004725315870132266,0.07541743342962297,0.39095744680851063,0.540329457845663,4.654255319148936
loo_pointwise_rep003_WST_hetero_WST_K4_kappa_5_strong_seed1006.csv,WST,4,kappa_5,strong,3,WST_hetero,1,OCRP_MIN,SST_minus_DC,SST,DC,1128,-60.34764965294138,10.670256772790092,5.65568860599795,TRUE,-0.053499689408636024,0.31770227208115076,0.4326241134751773,3.02646337511917,2.759751773049646
loo_pointwise_rep003_WST_hetero_WST_K4_kappa_5_strong_seed1006.csv,WST,4,kappa_5,strong,3,WST_hetero,1,OCRP_MIN,WST_minus_DC,WST,DC,1128,-5.94403675872577,3.3915902722168303,1.7525810259034016,FALSE,-0.005269536133622141,0.10098313080893774,0.4237588652482269,1.56996475791131,2.759751773049646
loo_pointwise_rep003_WST_hetero_WST_K4_kappa_5_strong_seed1006.csv,WST,4,kappa_5,strong,3,WST_hetero,1,OCRP_MIN,WST_minus_SST,WST,SST,1128,54.403612894215705,8.887655104698373,6.121256085359991,TRUE,0.04823015327501387,0.264626079799388,0.6117021276595744,2.03216101199895,2.759751773049646
